source_id,spans,band,wavelength_nm,reference_value,model_value,residual,global_corrected_residual,linear_predicted_residual,linear_corrected_residual,loo_linear_predicted_residual,loo_linear_corrected_residual
gnpy_clean_cband_1span_flat_1535nm_actual_1535p000nm_gsnr,1,C,1535.000023,28.53,27.753551521011172,-0.7764484789888257,0.8359222424461379,-0.7213664890916107,-0.05508198989721791,-0.6979566680069731,-0.07849181098185554
gnpy_clean_cband_1span_flat_1550nm_actual_1550p000nm_gsnr,1,C,1549.999992,28.58,27.18393796061956,-1.396062039380439,0.21630868205452813,-1.7237450058553225,0.3276829664748817,-1.7659219926247174,0.3698599532442799
gnpy_clean_cband_1span_flat_1560nm_actual_1560p000nm_gsnr,1,C,1560.000021,28.62,26.37180944964381,-2.2481905503561954,-0.6358198289212247,-2.3920006693579716,0.1438101190017811,-2.441065372931358,0.19287482257516686
gnpy_clean_cband_4span_flat_1535nm_actual_1535p000nm_gsnr,4,C,1535.000023,22.82,22.07221574998896,-0.7477842500110441,0.8645864714239266,-0.7213664890916107,-0.026417760919429156,-0.7101389525096053,-0.03764529750143453
gnpy_clean_cband_4span_flat_1550nm_actual_1550p000nm_gsnr,4,C,1549.999992,22.87,21.32092081115208,-1.549079188847923,0.06329153258704778,-1.7237450058553225,0.1746658170074049,-1.7462267293706983,0.19714754052277783
gnpy_clean_cband_4span_flat_1560nm_actual_1560p000nm_gsnr,4,C,1560.000021,22.91,20.38571965377817,-2.524280346221825,-0.9119096247868619,-2.3920006693579716,-0.1322796768638561,-2.34686988732984,-0.1774104588919876
gnpy_clean_cband_8span_flat_1535nm_actual_1535p000nm_gsnr,8,C,1535.000023,19.85,19.00399958383513,-0.8460004161648662,0.7663703052700974,-0.7213664890916107,-0.12463392707325838,-0.6683971257969099,-0.17760329036795852
gnpy_clean_cband_8span_flat_1550nm_actual_1550p000nm_gsnr,8,C,1549.999992,19.9,18.189238869695703,-1.710761130304295,-0.09839040886932793,-1.7237450058553225,0.0129838755510292,-1.7254161966200492,0.014655066315754084
gnpy_clean_cband_8span_flat_1560nm_actual_1560p000nm_gsnr,8,C,1560.000021,19.94,17.227269907360704,-2.7127300926392977,-1.1003593712043305,-2.3920006693579716,-0.3207294232813247,-2.2825751700273726,-0.43015492261192634
